Landmarks,Gesture
"[,6.69587672e-01,6.98457956e-01,-2.81127598e-07,6.10388756e-01
,6.85213864e-01,-3.02610397e-02,5.50754964e-01,6.51392639e-01
,-5.29137366e-02,5.17373025e-01,6.08516395e-01,-7.56084323e-02
,5.21691978e-01,5.57760000e-01,-9.69028249e-02,5.41342199e-01
,5.19139469e-01,-3.03248297e-02,4.79025483e-01,4.65496480e-01
,-6.65803179e-02,4.41694021e-01,4.27890778e-01,-9.07316282e-02
,4.12870705e-01,3.90212238e-01,-1.06993772e-01,5.85068345e-01
,4.92291957e-01,-3.51000354e-02,5.52983403e-01,4.60931242e-01
,-9.05164480e-02,5.60311317e-01,5.41145742e-01,-1.04467615e-01
,5.70230544e-01,6.07043445e-01,-9.96725708e-02,6.32386029e-01
,4.87341106e-01,-4.40702103e-02,6.08998418e-01,4.93389308e-01
,-9.68040824e-02,6.09749377e-01,5.84537864e-01,-8.91888067e-02
,6.12258852e-01,6.50175273e-01,-6.84248060e-02,6.78326070e-01
,5.01290619e-01,-5.55481799e-02,6.58308148e-01,5.09828925e-01
,-8.92114863e-02,6.50653780e-01,5.78644395e-01,-8.07710513e-02
,6.47687256e-01,6.29502952e-01,-6.46332726e-02]",Your Gesture Name
"[,6.67908132e-01,7.04041243e-01,-2.61322072e-07,6.08586907e-01
,6.90959394e-01,-3.04084085e-02,5.48488498e-01,6.60634637e-01
,-5.21008410e-02,5.15004158e-01,6.20453477e-01,-7.38101527e-02
,5.19899011e-01,5.70637882e-01,-9.43216607e-02,5.37367702e-01
,5.25445223e-01,-2.77515650e-02,4.78379011e-01,4.78485674e-01
,-6.17849901e-02,4.43105280e-01,4.43514854e-01,-8.54497701e-02
,4.15156752e-01,4.08188075e-01,-1.01899520e-01,5.82191765e-01
,4.95252728e-01,-3.21272239e-02,5.52576721e-01,4.75935459e-01
,-8.51888880e-02,5.58601558e-01,5.54598749e-01,-1.00171953e-01
,5.66414714e-01,6.18650377e-01,-9.71574187e-02,6.30294800e-01
,4.90065932e-01,-4.07557935e-02,6.08902216e-01,5.05233407e-01
,-9.25452188e-02,6.08397603e-01,5.95181584e-01,-8.75074863e-02
,6.09534442e-01,6.61012530e-01,-6.91173449e-02,6.76157832e-01
,5.05777240e-01,-5.17956875e-02,6.57662451e-01,5.23699641e-01
,-8.57305676e-02,6.50120914e-01,5.91646314e-01,-7.92401433e-02
,6.46946549e-01,6.42091632e-01,-6.47334009e-02]",Your Gesture Name
"[,6.68240130e-01,7.10210741e-01,-2.99922590e-07,6.09019876e-01
,7.01362610e-01,-2.97350232e-02,5.46754420e-01,6.74172997e-01
,-5.10349125e-02,5.14524579e-01,6.35385334e-01,-7.23426938e-02
,5.19612372e-01,5.85887551e-01,-9.25864726e-02,5.37327886e-01
,5.36029339e-01,-2.92014088e-02,4.78756756e-01,4.90515649e-01
,-6.33849278e-02,4.45062369e-01,4.55330014e-01,-8.72016996e-02
,4.18154180e-01,4.20327097e-01,-1.03954360e-01,5.81588745e-01
,5.04978418e-01,-3.38507667e-02,5.50504386e-01,4.94305819e-01
,-8.64943936e-02,5.59520662e-01,5.78439176e-01,-1.00195572e-01
,5.69347978e-01,6.46309078e-01,-9.67804864e-02,6.29867673e-01
,4.99675125e-01,-4.27070521e-02,6.06363416e-01,5.18748105e-01
,-9.41791758e-02,6.10635281e-01,6.09442234e-01,-8.73226151e-02
,6.14413977e-01,6.75838172e-01,-6.82733133e-02,6.76063180e-01
,5.14541209e-01,-5.40031455e-02,6.57673836e-01,5.34015477e-01
,-8.88451561e-02,6.51705086e-01,6.01805925e-01,-8.20127428e-02
,6.48573756e-01,6.51981473e-01,-6.73640892e-02]",Your Gesture Name
"[,6.71126544e-01,7.21420527e-01,-3.34489613e-07,6.08770728e-01
,7.16066182e-01,-2.86380518e-02,5.46344221e-01,6.89532757e-01
,-4.94862720e-02,5.16445339e-01,6.52272940e-01,-7.04286322e-02
,5.19204319e-01,6.02903128e-01,-9.05654579e-02,5.39172888e-01
,5.50176084e-01,-3.05436738e-02,4.82171476e-01,5.06824076e-01
,-6.46338761e-02,4.47673321e-01,4.73294735e-01,-8.83447453e-02
,4.19425488e-01,4.41669077e-01,-1.05029300e-01,5.83159983e-01
,5.17385483e-01,-3.64199430e-02,5.50742924e-01,5.15388727e-01
,-8.81186649e-02,5.58128417e-01,5.99869609e-01,-1.00879028e-01
,5.68386912e-01,6.69470131e-01,-9.73478332e-02,6.31389022e-01
,5.12572944e-01,-4.64450940e-02,6.06888354e-01,5.40518582e-01
,-9.60974172e-02,6.11731708e-01,6.27769709e-01,-8.81329402e-02
,6.17548227e-01,6.91959739e-01,-6.95053339e-02,6.77984774e-01
,5.28018713e-01,-5.90974428e-02,6.59182966e-01,5.56626976e-01
,-9.21772867e-02,6.53369904e-01,6.23293579e-01,-8.43641534e-02
,6.52386248e-01,6.70774579e-01,-6.97678402e-02]",Your Gesture Name
"[,6.77592039e-01,7.40203977e-01,-4.48448816e-07,6.17221534e-01
,7.37310171e-01,-2.81084571e-02,5.51369011e-01,7.13617384e-01
,-4.80379872e-02,5.13789058e-01,6.80895805e-01,-6.82179779e-02
,5.12728989e-01,6.31561160e-01,-8.77372026e-02,5.48334241e-01
,5.69186926e-01,-2.65404712e-02,4.92674589e-01,5.31680703e-01
,-6.05364069e-02,4.56640124e-01,5.06871581e-01,-8.39405134e-02
,4.25810486e-01,4.83062297e-01,-9.98677164e-02,5.89527786e-01
,5.38618326e-01,-3.21842842e-02,5.48524082e-01,5.41476548e-01
,-8.31409767e-02,5.56977749e-01,6.31965518e-01,-9.53410044e-02
,5.69947302e-01,7.02521861e-01,-9.11726877e-02,6.36442542e-01
,5.34769893e-01,-4.22891155e-02,6.04036748e-01,5.60218215e-01
,-9.24295187e-02,6.09982193e-01,6.51508331e-01,-8.42916444e-02
,6.19252443e-01,7.16097593e-01,-6.48678243e-02,6.82893574e-01
,5.51198423e-01,-5.48686050e-02,6.57368898e-01,5.79368293e-01
,-8.82971212e-02,6.51896954e-01,6.47416770e-01,-8.06792676e-02
,6.53613508e-01,6.93920612e-01,-6.59065470e-02]",Your Gesture Name
"[,6.80323899e-01,7.71456897e-01,-6.16442378e-07,6.22759521e-01
,7.68126369e-01,-2.46315375e-02,5.49924314e-01,7.35317230e-01
,-4.25108969e-02,5.04255533e-01,6.98237777e-01,-6.03582002e-02
,5.15962958e-01,6.70065284e-01,-7.78824091e-02,5.54342747e-01
,5.77710867e-01,-2.02798843e-02,5.11164665e-01,5.58844388e-01
,-5.32624051e-02,4.76630688e-01,5.52589536e-01,-7.95273706e-02
,4.46571112e-01,5.52005887e-01,-9.69588161e-02,5.96472502e-01
,5.49999595e-01,-2.56361607e-02,5.63799977e-01,5.87506413e-01
,-7.07535669e-02,5.78260005e-01,6.77517474e-01,-8.18069950e-02
,5.95696926e-01,7.42989659e-01,-7.85125196e-02,6.44532442e-01
,5.51195443e-01,-3.54622453e-02,6.16196513e-01,5.95323861e-01
,-7.79278129e-02,6.24053895e-01,6.80314183e-01,-6.89278618e-02
,6.36077285e-01,7.41037011e-01,-5.10352179e-02,6.92501664e-01
,5.70252120e-01,-4.80548404e-02,6.69831693e-01,6.09087765e-01
,-7.49183521e-02,6.66586518e-01,6.74120188e-01,-6.64098263e-02
,6.71834648e-01,7.16616035e-01,-5.23894392e-02]",Your Gesture Name
"[,6.85728431e-01,7.97060668e-01,-8.04376100e-07,6.25098765e-01
,7.99409449e-01,-2.16523092e-02,5.58443546e-01,7.71348953e-01
,-4.04723026e-02,5.17781258e-01,7.40054369e-01,-6.06621914e-02
,5.01025558e-01,7.04427242e-01,-7.86796436e-02,5.52496970e-01
,6.12796307e-01,-2.22323239e-02,5.05328417e-01,5.88761926e-01
,-6.18502460e-02,4.98815984e-01,6.37108564e-01,-8.94526243e-02
,5.05888343e-01,6.89652145e-01,-1.02143854e-01,5.95436096e-01
,5.81388712e-01,-2.68939156e-02,5.72116375e-01,6.33795798e-01
,-6.79748878e-02,5.91552317e-01,7.19855785e-01,-8.18475112e-02
,6.12222195e-01,7.79868722e-01,-8.19282606e-02,6.45203054e-01
,5.78550816e-01,-3.60444747e-02,6.26689315e-01,6.45125687e-01
,-7.26503283e-02,6.42032146e-01,7.23566890e-01,-6.74100444e-02
,6.57330513e-01,7.77431726e-01,-5.39960563e-02,6.95723474e-01
,5.90556979e-01,-4.75471951e-02,6.78490877e-01,6.42118216e-01
,-7.05375224e-02,6.80541992e-01,7.08239794e-01,-6.29635826e-02
,6.87737942e-01,7.49614358e-01,-4.92689051e-02]",Your Gesture Name
"[,6.99328959e-01,8.41053545e-01,-8.86870794e-07,6.38102949e-01
,8.35393310e-01,-2.59480588e-02,5.74223280e-01,8.04966211e-01
,-4.49116081e-02,5.29940844e-01,7.75535762e-01,-6.36529699e-02
,4.98295248e-01,7.36526728e-01,-7.94347450e-02,5.64125299e-01
,6.35816753e-01,-2.32043695e-02,5.28586924e-01,6.42774761e-01
,-6.37599304e-02,5.30320704e-01,7.07706869e-01,-9.22690853e-02
,5.43190300e-01,7.65188217e-01,-1.05527610e-01,6.10456169e-01
,6.12937629e-01,-2.62766909e-02,5.85549355e-01,6.60124183e-01
,-6.66794479e-02,5.99303186e-01,7.48952508e-01,-8.05332214e-02
,6.16839468e-01,8.13201308e-01,-8.10432136e-02,6.60773754e-01
,6.14709616e-01,-3.42563875e-02,6.45192385e-01,6.76737249e-01
,-7.10359365e-02,6.56684637e-01,7.58440912e-01,-6.68490529e-02
,6.70313895e-01,8.18015993e-01,-5.43650687e-02,7.11980581e-01
,6.31513000e-01,-4.50513773e-02,6.99500918e-01,6.85407400e-01
,-7.08658844e-02,6.99229717e-01,7.52107024e-01,-6.66537210e-02
,7.03838527e-01,7.95417309e-01,-5.50663434e-02]",Your Gesture Name
"[,7.17231393e-01,8.70064616e-01,-8.76793933e-07,6.55782461e-01
,8.63756537e-01,-2.47365125e-02,5.94197214e-01,8.35827351e-01
,-4.46020141e-02,5.49474776e-01,8.09735239e-01,-6.35923743e-02
,5.15967309e-01,7.75292873e-01,-8.02195072e-02,5.85128129e-01
,6.70687795e-01,-2.83947159e-02,5.53434193e-01,7.04774797e-01
,-6.97769597e-02,5.68297923e-01,7.78954089e-01,-1.00923687e-01
,5.88321745e-01,8.36554766e-01,-1.15943477e-01,6.32214904e-01
,6.47045553e-01,-3.19742188e-02,6.11085594e-01,7.05800831e-01
,-6.85288161e-02,6.29174769e-01,7.90564239e-01,-8.37820917e-02
,6.45579457e-01,8.51095319e-01,-8.71193036e-02,6.82580173e-01
,6.48338795e-01,-3.94309722e-02,6.70560181e-01,7.18169332e-01
,-7.12895244e-02,6.81081176e-01,7.94934988e-01,-6.74666315e-02
,6.90212846e-01,8.50853086e-01,-5.75864539e-02,7.32187152e-01
,6.64974272e-01,-4.95759211e-02,7.24291801e-01,7.24131882e-01
,-7.16377944e-02,7.23739386e-01,7.88948715e-01,-6.53925687e-02
,7.25711942e-01,8.31916094e-01,-5.34700006e-02]",Your Gesture Name
"[,7.40300655e-01,8.92073572e-01,-8.44231920e-07,6.82026148e-01
,8.90251160e-01,-2.34853923e-02,6.22991860e-01,8.68702054e-01
,-4.31761034e-02,5.76023579e-01,8.50163579e-01,-6.20093234e-02
,5.48403084e-01,8.30956995e-01,-7.85638615e-02,5.96419573e-01
,7.13563204e-01,-2.23795529e-02,5.87839961e-01,7.59953856e-01
,-5.93121834e-02,6.07401192e-01,8.34285378e-01,-8.85962620e-02
,6.26597404e-01,8.86884689e-01,-1.02991797e-01,6.42181754e-01
,6.87524021e-01,-2.59491429e-02,6.41337991e-01,7.49078691e-01
,-5.76250404e-02,6.60218179e-01,8.31922114e-01,-7.17339292e-02
,6.76202238e-01,8.88969362e-01,-7.46215954e-02,6.91480994e-01
,6.81455374e-01,-3.29143554e-02,7.00143337e-01,7.49411345e-01
,-6.29365146e-02,7.14463115e-01,8.28549922e-01,-5.83154187e-02
,7.25676119e-01,8.83436024e-01,-4.74267825e-02,7.40980148e-01
,6.88414037e-01,-4.25096788e-02,7.49145448e-01,7.46252358e-01
,-6.31627738e-02,7.54918635e-01,8.18430543e-01,-5.46139814e-02
,7.59808660e-01,8.64888787e-01,-4.08098474e-02]",Your Gesture Name
"[,7.66662300e-01,9.08102274e-01,-7.94614152e-07,7.05170035e-01
,9.07579780e-01,-2.05603782e-02,6.49197340e-01,8.92239213e-01
,-3.91430110e-02,6.05790377e-01,8.82867873e-01,-5.75619303e-02
,5.72484553e-01,8.71142805e-01,-7.43658021e-02,6.28403246e-01
,7.43021011e-01,-2.20950674e-02,6.07113838e-01,7.95682013e-01
,-5.32806069e-02,6.19532883e-01,8.62390578e-01,-8.02754983e-02
,6.37170851e-01,9.08371985e-01,-9.44896564e-02,6.73833370e-01
,7.23568916e-01,-2.65827496e-02,6.62289023e-01,7.86613584e-01
,-5.18230051e-02,6.74049556e-01,8.61001492e-01,-6.61824942e-02
,6.87475741e-01,9.08966422e-01,-7.19249174e-02,7.22668648e-01
,7.26845384e-01,-3.35699357e-02,7.17877626e-01,7.78477311e-01
,-5.79303987e-02,7.25710213e-01,8.41041625e-01,-5.62405288e-02
,7.37171292e-01,8.85543108e-01,-4.93853353e-02,7.69658387e-01
,7.43802667e-01,-4.25739735e-02,7.67099679e-01,7.72863567e-01
,-5.88728711e-02,7.68574178e-01,8.20836902e-01,-5.10059930e-02
,7.74586380e-01,8.55437756e-01,-3.90562899e-02]",Your Gesture Name
